	loss1	loss2	loss3	loss4	loss5	total
0	0.016291722877745732	0.26474049676336814	0.08960447582760152	0.03665637647492789	0.04072930719436433	0.44802237913800763
1	0.015505426294008204	0.2645108088116525	0.08960432555621609	0.03131914768099322	0.040725212442677024	0.441664920785547
2	0.016245170570911717	0.264268704494392	0.08959880409800272	0.03312864729808075	0.04072202215318902	0.4439633486145762
3	0.016443435380011445	0.2640263662497241	0.08959328951087775	0.02896632299537351	0.0407188356995047	0.4397482498354915
4	0.016343713176623573	0.26378488167120057	0.08958778537644384	0.03577589545558432	0.0407156532453413	0.4462079289251936
5	0.01589697814561046	0.26354386898014737	0.08958229013581159	0.02279124721672049	0.040712474998340756	0.43252685947663067
6	0.014932354294105101	0.26330239826303464	0.08957680416961462	0.019348071997139057	0.04070929960894853	0.42786892833284196
7	0.016098487116480004	0.263062324529134	0.08957132025757947	0.031796343258387975	0.04070612969050016	0.44123460485208155
8	0.016144996449969754	0.26282192132653986	0.08956585357599957	0.025261818218930095	0.040702962431937065	0.4344975520033763
9	0.016200592274579078	0.2625819638243554	0.08956038927470152	0.032908806861827976	0.04069979934479222	0.4419515515802562
10	0.016702292544741773	0.2623417365062954	0.08955492713102167	0.030001039289619856	0.04069664077735739	0.4392966362490361
11	0.015647498719147977	0.2621006380002405	0.089549489281811	0.016199928104982587	0.040693483295948844	0.424191037402131
12	0.016482143074460207	0.26186180302191275	0.08954405346205842	0.03359435133351229	0.04069033223212162	0.4421726831240653
13	0.016440377584904613	0.2616229406747871	0.08953862386122749	0.023024780214833566	0.04068718373429076	0.4313139060700435
14	0.016136038463089343	0.2613839946405373	0.08953321219681352	0.029081661954918705	0.04068403873912699	0.4368189459944859
15	0.016914986504526303	0.2611448501583841	0.0895277897542949	0.03356197539610101	0.04068089912482907	0.4418305009381355
16	0.01524193231562155	0.26090633351404363	0.08952240005162047	0.015781225765628508	0.040677760952505713	0.42212965259941987
17	0.015821673539518934	0.2606689575051916	0.0895169973654501	0.029734189028488775	0.04067462861306371	0.4364164460517131
18	0.015666433815733544	0.26043035937520204	0.08951160525778462	0.025180196584252232	0.04067149889159085	0.4314600939245633
19	0.0165464816186559	0.2601934514788025	0.08950622593110495	0.024802386325787545	0.040668374804009574	0.43171692015836055
20	0.01633203364353722	0.2599571816528966	0.08950084184901592	0.02198524382387379	0.0406652554793075	0.42844055644863105
21	0.01610358017825862	0.2597204967698088	0.0894955093907083	0.030509499388633978	0.04066213741622312	0.43649122314363276
22	0.01517333821067702	0.2594842004754393	0.08949015214346853	0.027020730202119158	0.04065902338220368	0.4318274444139077
23	0.016544947047586196	0.25924835000835234	0.08948480256500958	0.03390495199099955	0.04065591488489246	0.43983896649684007
24	0.015563722157259484	0.2590123502881931	0.08947945434483916	0.027256781968243916	0.04065280982088973	0.43196511857942543
25	0.015608873713283124	0.25877420513315974	0.08947413914577866	0.02935789402404912	0.04064970543863615	0.43386481745490685
26	0.01603616948597702	0.25853886158705286	0.08946881103523295	0.023394642081094333	0.040646608406729366	0.4280850925960865
27	0.016639707098797665	0.2583039166691919	0.08946350079372797	0.02795719307784739	0.040643513167109464	0.4330078308066743
28	0.01540234149648539	0.25806883602946473	0.08945821278223721	0.03143966897187757	0.0406404207714741	0.435009480051539
29	0.015188115031915621	0.2578346725087413	0.08945291415527323	0.0320071263725662	0.0406373360245833	0.4351201640930797
